Year,Profession,HourlyRate,Source,Region,Experience
2021.58,Audio Production,41.56,,,
2021.58,Audio Production,40.69,,,
2021.58,Audio Production,42.37,,,
2021.58,Audio Production,45.13,,,
2021.58,Audio Production,43.6,,,
2021.58,Audio Production,43.01,,,
2021.58,Audio Production,43.6,,,
2021.58,Audio Production,44.72,,,
2021.58,Audio Production,45.83,,,
2021.58,Blockchain Development,117.23,,,
2021.58,Blockchain Development,115.45,,,
2021.58,Blockchain Development,122.44,,,
2021.58,Blockchain Development,116.87,,,
2021.58,Blockchain Development,116.52,,,
2021.58,Blockchain Development,125.55,,,
2021.58,Blockchain Development,122.29,,,
2021.58,Blockchain Development,127.48,,,
2021.58,Blockchain Development,125.44,,,
2021.58,Blockchain Development,127.29,,,
2021.58,Blockchain Development,125.41,,,
2021.58,Blockchain Development,128.67,,,
2021.58,Content Creation,25.38,,,
2021.58,Content Creation,25.76,,,
2021.58,Content Creation,25.7,,,
2021.58,Content Creation,25.41,,,
2021.58,Content Creation,26.11,,,
2021.58,Content Creation,26.08,,,
2021.58,Content Creation,26.06,,,
2021.58,Content Creation,25.85,,,
2021.58,Content Creation,25.75,,,
2021.58,Content Creation,26.29,,,
2021.58,Content Creation,26.54,,,
2021.58,Content Creation,26.48,,,
2021.58,Cybersecurity,93.62,,,
2021.58,Cybersecurity,93.28,,,
2021.58,Cybersecurity,96.78,,,
2021.58,Cybersecurity,97.71,,,
2021.58,Cybersecurity,95.35,,,
2021.58,Cybersecurity,94.75,,,
2021.58,Cybersecurity,97.69,,,
2021.58,Cybersecurity,105.24,,,
2021.58,Cybersecurity,99.11,,,
2021.58,Cybersecurity,104.62,,,
2021.58,Cybersecurity,101.24,,,
2021.58,Cybersecurity,103.76,,,
2021.58,Data Analysis,37.79,,,
2021.58,DevOps Engineering,70.72,,,
2021.58,DevOps Engineering,71.03,,,
2021.58,DevOps Engineering,71.3,,,
2021.58,DevOps Engineering,71.98,,,
2021.58,DevOps Engineering,73.16,,,
2021.58,DevOps Engineering,71.03,,,
2021.58,DevOps Engineering,75.35,,,
2021.58,DevOps Engineering,74.32,,,
2021.58,DevOps Engineering,75.36,,,
2021.58,DevOps Engineering,75.9,,,
2021.58,DevOps Engineering,73.54,,,
2021.58,DevOps Engineering,74.52,,,
2021.58,Graphic Design,29.67,,,
2021.58,Legal Services,75.44,,,
2021.58,Legal Services,75.68,,,
2021.58,Legal Services,75.85,,,
2021.58,Legal Services,75.97,,,
2021.58,Legal Services,77.33,,,
2021.58,Legal Services,76.13,,,
2021.58,Legal Services,75.89,,,
2021.58,Legal Services,77.73,,,
2021.58,Legal Services,78.33,,,
2021.58,Legal Services,77.8,,,
2021.58,Legal Services,76.53,,,
2021.58,Legal Services,77.2,,,
2021.58,Marketing,36.73,,,
2021.58,Mobile Development,53.9,,,
2021.58,Mobile Development,56.41,,,
2021.58,Mobile Development,56.85,,,
2021.58,Mobile Development,56.36,,,
2021.58,Mobile Development,56.71,,,
2021.58,Mobile Development,56.34,,,
2021.58,Mobile Development,58.07,,,
2021.58,Mobile Development,57.48,,,
2021.58,Mobile Development,57.46,,,
2021.58,Mobile Development,57.55,,,
2021.58,Mobile Development,57.89,,,
2021.58,Mobile Development,58.54,,,
2021.58,Photography,35.7,,,
2021.58,Photography,36.13,,,
2021.58,Photography,35.77,,,
2021.58,Photography,35.32,,,
2021.58,Photography,35.84,,,
2021.58,Photography,36.33,,,
2021.58,Photography,36.23,,,
2021.58,Photography,35.95,,,
2021.58,Photography,36.61,,,
2021.58,Photography,37.1,,,
2021.58,Photography,36.53,,,
2021.58,Photography,37.77,,,
2021.58,Project Management,57.51,,,
2021.58,Project Management,59.69,,,
2021.58,Project Management,59.82,,,
2021.58,Project Management,59.5,,,
2021.58,Project Management,61.07,,,
2021.58,Project Management,60.77,,,
2021.58,Project Management,62.16,,,
2021.58,Project Management,62.55,,,
2021.58,Project Management,60.81,,,
2021.58,Project Management,63.29,,,
2021.58,Project Management,63.64,,,
2021.58,Project Management,63.38,,,
2021.58,SEO/SEM,39.36,,,
2021.58,SEO/SEM,39.42,,,
2021.58,SEO/SEM,39.83,,,
2021.58,SEO/SEM,39.32,,,
2021.58,SEO/SEM,40.04,,,
2021.58,SEO/SEM,39.47,,,
2021.58,SEO/SEM,40.69,,,
2021.58,SEO/SEM,42.07,,,
2021.58,SEO/SEM,42.32,,,
2021.58,SEO/SEM,42.37,,,
2021.58,SEO/SEM,41.57,,,
2021.58,SEO/SEM,41.42,,,
2021.58,Social Media Management,29.68,,,
2021.58,Social Media Management,30.24,,,
2021.58,Social Media Management,30.85,,,
2021.58,Social Media Management,30.3,,,
2021.58,Social Media Management,30.57,,,
2021.58,Social Media Management,30.24,,,
2021.58,Social Media Management,30.44,,,
2021.58,Social Media Management,31.04,,,
2021.58,Social Media Management,31.24,,,
2021.58,Social Media Management,31.38,,,
2021.58,Social Media Management,31.39,,,
2021.58,Social Media Management,31.74,,,
2021.58,Translation,29.37,,,
2021.58,Translation,29.43,,,
2021.58,Translation,29.28,,,
2021.58,Translation,29.43,,,
2021.58,Translation,29.84,,,
2021.58,Translation,29.57,,,
2021.58,Translation,30.07,,,
2021.58,Translation,30.0,,,
2021.58,Translation,29.94,,,
2021.58,Translation,31.27,,,
2021.58,Translation,30.66,,,
2021.58,Translation,29.95,,,
2021.58,UX/UI Design,41.9,,,
2021.58,Video Editing,26.65,,,
2021.58,Virtual Assistant,27.56,,,
2021.58,Voiceover,34.95,,,
2021.58,Web Development,39.78,,,
2021.58,Writing,24.9,,,
2021.66,3D Modeling,50.58,,,
2021.66,3D Modeling,50.07,,,
2021.66,3D Modeling,52.34,,,
2021.66,3D Modeling,50.49,,,
2021.66,3D Modeling,51.98,,,
2021.66,3D Modeling,51.85,,,
2021.66,3D Modeling,53.42,,,
2021.66,3D Modeling,53.73,,,
2021.66,3D Modeling,53.87,,,
2021.66,3D Modeling,54.07,,,
2021.66,3D Modeling,53.18,,,
2021.66,3D Modeling,54.67,,,
2021.66,AI/ML Development,89.62,,,
2021.66,AI/ML Development,93.03,,,
2021.66,AI/ML Development,91.49,,,
2021.66,AI/ML Development,94.41,,,
2021.66,AI/ML Development,91.61,,,
2021.66,AI/ML Development,92.54,,,
2021.66,AI/ML Development,93.41,,,
2021.66,AI/ML Development,96.44,,,
2021.66,AI/ML Development,96.46,,,
2021.66,AI/ML Development,99.76,,,
2021.66,AI/ML Development,102.23,,,
2021.66,AI/ML Development,98.3,,,
2021.66,Accounting,45.09,,,
2021.66,Accounting,47.17,,,
2021.66,Accounting,47.01,,,
2021.66,Accounting,47.18,,,
2021.66,Accounting,48.89,,,
2021.66,Accounting,47.56,,,
2021.66,Accounting,48.3,,,
2021.66,Accounting,48.16,,,
2021.66,Accounting,48.58,,,
2021.66,Accounting,48.83,,,
2021.66,Accounting,48.32,,,
2021.66,Accounting,49.71,,,
2021.66,Audio Production,41.14,,,
2021.66,Audio Production,42.27,,,
2021.66,Audio Production,42.41,,,
2021.66,Audio Production,44.11,,,
2021.66,Audio Production,43.66,,,
2021.66,Audio Production,43.22,,,
2021.66,Audio Production,42.59,,,
2021.66,Audio Production,43.01,,,
2021.66,Audio Production,43.29,,,
2021.66,Audio Production,43.51,,,
2021.66,Audio Production,44.2,,,
2021.66,Audio Production,45.64,,,
2021.66,Blockchain Development,115.36,,,
2021.66,Blockchain Development,115.53,,,
2021.66,Blockchain Development,119.12,,,
2021.66,Blockchain Development,117.14,,,
2021.66,Blockchain Development,121.86,,,
2021.66,Blockchain Development,126.91,,,
2021.66,Blockchain Development,124.58,,,
2021.66,Blockchain Development,127.18,,,
2021.66,Blockchain Development,125.82,,,
2021.66,Blockchain Development,129.04,,,
2021.66,Blockchain Development,133.97,,,
2021.66,Blockchain Development,130.0,,,
2021.66,Content Creation,25.63,,,
2021.66,Content Creation,25.34,,,
2021.66,Content Creation,25.92,,,
2021.66,Content Creation,25.71,,,
2021.66,Content Creation,25.9,,,
2021.66,Content Creation,25.55,,,
2021.66,Content Creation,26.46,,,
2021.66,Content Creation,25.77,,,
2021.66,Content Creation,26.93,,,
2021.66,Content Creation,26.8,,,
2021.66,Content Creation,26.87,,,
2021.66,Content Creation,26.76,,,
2021.66,Cybersecurity,94.86,,,
2021.66,Cybersecurity,92.34,,,
2021.66,Cybersecurity,97.32,,,
2021.66,Cybersecurity,97.03,,,
2021.66,Cybersecurity,96.01,,,
2021.66,Cybersecurity,98.42,,,
2021.66,Cybersecurity,104.35,,,
2021.66,Cybersecurity,97.63,,,
2021.66,Cybersecurity,96.45,,,
2021.66,Cybersecurity,102.74,,,
2021.66,Cybersecurity,102.63,,,
2021.66,Cybersecurity,103.55,,,
2021.66,DevOps Engineering,70.39,,,
2021.66,DevOps Engineering,70.43,,,
2021.66,DevOps Engineering,72.18,,,
2021.66,DevOps Engineering,72.21,,,
2021.66,DevOps Engineering,74.25,,,
2021.66,DevOps Engineering,72.03,,,
2021.66,DevOps Engineering,75.5,,,
2021.66,DevOps Engineering,76.55,,,
2021.66,DevOps Engineering,74.83,,,
2021.66,DevOps Engineering,74.9,,,
2021.66,DevOps Engineering,77.18,,,
2021.66,DevOps Engineering,79.0,,,
2021.66,Legal Services,75.82,,,
2021.66,Legal Services,75.31,,,
2021.66,Legal Services,76.15,,,
2021.66,Legal Services,76.11,,,
2021.66,Legal Services,76.21,,,
2021.66,Legal Services,77.46,,,
2021.66,Legal Services,77.27,,,
2021.66,Legal Services,76.78,,,
2021.66,Legal Services,76.7,,,
2021.66,Legal Services,77.07,,,
2021.66,Legal Services,78.87,,,
2021.66,Legal Services,78.25,,,
2021.66,Mobile Development,55.52,,,
2021.66,Mobile Development,56.59,,,
2021.66,Mobile Development,55.91,,,
2021.66,Mobile Development,55.75,,,
2021.66,Mobile Development,57.33,,,
2021.66,Mobile Development,57.62,,,
2021.66,Mobile Development,59.35,,,
2021.66,Mobile Development,56.98,,,
2021.66,Mobile Development,58.83,,,
2021.66,Mobile Development,59.42,,,
2021.66,Mobile Development,60.71,,,
2021.66,Mobile Development,60.62,,,
2021.66,Photography,35.15,,,
2021.66,Photography,35.14,,,
2021.66,Photography,35.22,,,
2021.66,Photography,36.15,,,
2021.66,Photography,35.5,,,
2021.66,Photography,35.75,,,
2021.66,Photography,36.28,,,
2021.66,Photography,36.51,,,
2021.66,Photography,36.28,,,
2021.66,Photography,36.79,,,
2021.66,Photography,37.19,,,
2021.66,Photography,36.7,,,
2021.66,Project Management,59.15,,,
2021.66,Project Management,60.59,,,
2021.66,Project Management,59.99,,,
2021.66,Project Management,61.75,,,
2021.66,Project Management,60.74,,,
2021.66,Project Management,62.84,,,
2021.66,Project Management,63.45,,,
2021.66,Project Management,61.49,,,
2021.66,Project Management,61.51,,,
2021.66,Project Management,62.56,,,
2021.66,Project Management,62.43,,,
2021.66,Project Management,62.83,,,
2021.66,SEO/SEM,38.97,,,
2021.66,SEO/SEM,39.16,,,
2021.66,SEO/SEM,39.48,,,
2021.66,SEO/SEM,41.09,,,
2021.66,SEO/SEM,40.34,,,
2021.66,SEO/SEM,40.07,,,
2021.66,SEO/SEM,40.53,,,
2021.66,SEO/SEM,40.12,,,
2021.66,SEO/SEM,42.27,,,
2021.66,SEO/SEM,41.45,,,
2021.66,SEO/SEM,41.75,,,
2021.66,SEO/SEM,42.52,,,
2021.66,Social Media Management,29.89,,,
2021.66,Social Media Management,29.73,,,
2021.66,Social Media Management,30.64,,,
2021.66,Social Media Management,30.32,,,
2021.66,Social Media Management,30.97,,,
2021.66,Social Media Management,31.55,,,
2021.66,Social Media Management,30.33,,,
2021.66,Social Media Management,30.6,,,
2021.66,Social Media Management,31.26,,,
2021.66,Social Media Management,30.93,,,
2021.66,Social Media Management,31.75,,,
2021.66,Social Media Management,31.44,,,
2021.66,Translation,29.63,,,
2021.66,Translation,29.69,,,
2021.66,Translation,29.79,,,
2021.66,Translation,29.89,,,
2021.66,Translation,29.04,,,
2021.66,Translation,29.98,,,
2021.66,Translation,29.63,,,
2021.66,Translation,30.13,,,
2021.66,Translation,30.46,,,
2021.66,Translation,30.07,,,
2021.66,Translation,30.8,,,
2021.66,Translation,31.01,,,
2021.67,Data Analysis,38.41,,,
2021.67,Graphic Design,29.97,,,
2021.67,Marketing,36.31,,,
2021.67,UX/UI Design,42.33,,,
2021.67,Video Editing,26.65,,,
2021.67,Virtual Assistant,27.67,,,
2021.67,Voiceover,35.0,,,
2021.67,Web Development,39.86,,,
2021.67,Writing,24.89,,,
2021.75,3D Modeling,50.22,,,
2021.75,3D Modeling,50.52,,,
2021.75,3D Modeling,53.2,,,
2021.75,3D Modeling,52.12,,,
2021.75,3D Modeling,52.58,,,
2021.75,3D Modeling,51.88,,,
2021.75,3D Modeling,52.47,,,
2021.75,3D Modeling,53.37,,,
2021.75,3D Modeling,55.35,,,
2021.75,3D Modeling,54.73,,,
2021.75,3D Modeling,54.74,,,
2021.75,3D Modeling,57.14,,,
2021.75,AI/ML Development,88.57,,,
2021.75,AI/ML Development,89.76,,,
2021.75,AI/ML Development,90.69,,,
2021.75,AI/ML Development,92.97,,,
2021.75,AI/ML Development,92.32,,,
2021.75,AI/ML Development,92.45,,,
2021.75,AI/ML Development,94.11,,,
2021.75,AI/ML Development,97.39,,,
2021.75,AI/ML Development,100.28,,,
2021.75,AI/ML Development,101.21,,,
2021.75,AI/ML Development,99.03,,,
2021.75,AI/ML Development,102.35,,,
2021.75,Accounting,47.06,,,
2021.75,Accounting,46.8,,,
2021.75,Accounting,46.77,,,
2021.75,Accounting,47.24,,,
2021.75,Accounting,47.9,,,
2021.75,Accounting,48.05,,,
2021.75,Accounting,48.1,,,
2021.75,Accounting,47.78,,,
2021.75,Accounting,48.01,,,
2021.75,Accounting,48.0,,,
2021.75,Accounting,48.93,,,
2021.75,Accounting,49.32,,,
2021.75,Audio Production,42.34,,,
2021.75,Audio Production,41.86,,,
2021.75,Audio Production,43.32,,,
2021.75,Audio Production,42.97,,,
2021.75,Audio Production,42.61,,,
2021.75,Audio Production,43.75,,,
2021.75,Audio Production,43.66,,,
2021.75,Audio Production,43.96,,,
2021.75,Audio Production,43.53,,,
2021.75,Audio Production,43.84,,,
2021.75,Audio Production,45.67,,,
2021.75,Audio Production,43.9,,,
2021.75,Blockchain Development,117.99,,,
2021.75,Blockchain Development,115.28,,,
2021.75,Blockchain Development,120.57,,,
2021.75,Blockchain Development,115.29,,,
2021.75,Blockchain Development,117.83,,,
2021.75,Blockchain Development,126.22,,,
2021.75,Blockchain Development,121.57,,,
2021.75,Blockchain Development,126.72,,,
2021.75,Blockchain Development,127.0,,,
2021.75,Blockchain Development,125.41,,,
2021.75,Blockchain Development,130.44,,,
2021.75,Blockchain Development,133.18,,,
2021.75,Content Creation,25.28,,,
2021.75,Content Creation,25.23,,,
2021.75,Content Creation,25.87,,,
2021.75,Content Creation,26.34,,,
2021.75,Content Creation,26.2,,,
2021.75,Content Creation,25.84,,,
2021.75,Content Creation,26.03,,,
2021.75,Content Creation,26.49,,,
2021.75,Content Creation,26.72,,,
2021.75,Content Creation,27.05,,,
2021.75,Content Creation,26.46,,,
2021.75,Content Creation,27.34,,,
2021.75,Cybersecurity,95.93,,,
2021.75,Cybersecurity,94.87,,,
2021.75,Cybersecurity,97.65,,,
2021.75,Cybersecurity,97.25,,,
2021.75,Cybersecurity,99.74,,,
2021.75,Cybersecurity,98.99,,,
2021.75,Cybersecurity,102.94,,,
2021.75,Cybersecurity,99.89,,,
2021.75,Cybersecurity,99.56,,,
2021.75,Cybersecurity,103.78,,,
2021.75,Cybersecurity,103.07,,,
2021.75,Cybersecurity,103.61,,,
2021.75,Data Analysis,39.03,,,
2021.75,DevOps Engineering,73.43,,,
2021.75,DevOps Engineering,71.37,,,
2021.75,DevOps Engineering,73.51,,,
2021.75,DevOps Engineering,75.75,,,
2021.75,DevOps Engineering,73.22,,,
2021.75,DevOps Engineering,74.23,,,
2021.75,DevOps Engineering,74.34,,,
2021.75,DevOps Engineering,75.54,,,
2021.75,DevOps Engineering,73.8,,,
2021.75,DevOps Engineering,77.7,,,
2021.75,DevOps Engineering,79.06,,,
2021.75,DevOps Engineering,80.58,,,
2021.75,Graphic Design,30.26,,,
2021.75,Legal Services,76.57,,,
2021.75,Legal Services,76.28,,,
2021.75,Legal Services,75.6,,,
2021.75,Legal Services,78.06,,,
2021.75,Legal Services,76.82,,,
2021.75,Legal Services,77.3,,,
2021.75,Legal Services,77.98,,,
2021.75,Legal Services,77.23,,,
2021.75,Legal Services,77.58,,,
2021.75,Legal Services,77.69,,,
2021.75,Legal Services,77.56,,,
2021.75,Legal Services,78.7,,,
2021.75,Marketing,35.9,,,
2021.75,Mobile Development,55.98,,,
2021.75,Mobile Development,54.92,,,
2021.75,Mobile Development,55.57,,,
2021.75,Mobile Development,57.12,,,
2021.75,Mobile Development,57.23,,,
2021.75,Mobile Development,57.57,,,
2021.75,Mobile Development,59.91,,,
2021.75,Mobile Development,59.44,,,
2021.75,Mobile Development,57.89,,,
2021.75,Mobile Development,58.88,,,
2021.75,Mobile Development,60.15,,,
2021.75,Mobile Development,59.76,,,
2021.75,Photography,34.76,,,
2021.75,Photography,35.42,,,
2021.75,Photography,35.11,,,
2021.75,Photography,35.86,,,
2021.75,Photography,36.08,,,
2021.75,Photography,36.29,,,
2021.75,Photography,36.67,,,
2021.75,Photography,36.62,,,
2021.75,Photography,36.52,,,
2021.75,Photography,36.83,,,
2021.75,Photography,37.66,,,
2021.75,Photography,36.38,,,
2021.75,Project Management,59.35,,,
2021.75,Project Management,59.22,,,
2021.75,Project Management,61.32,,,
2021.75,Project Management,59.88,,,
2021.75,Project Management,60.58,,,
2021.75,Project Management,60.97,,,
2021.75,Project Management,60.55,,,
2021.75,Project Management,62.1,,,
2021.75,Project Management,61.43,,,
2021.75,Project Management,63.41,,,
2021.75,Project Management,63.06,,,
2021.75,Project Management,64.38,,,
2021.75,SEO/SEM,40.35,,,
2021.75,SEO/SEM,39.24,,,
2021.75,SEO/SEM,39.65,,,
2021.75,SEO/SEM,40.8,,,
2021.75,SEO/SEM,40.83,,,
2021.75,SEO/SEM,41.56,,,
2021.75,SEO/SEM,41.94,,,
2021.75,SEO/SEM,41.64,,,
2021.75,SEO/SEM,42.65,,,
2021.75,SEO/SEM,41.31,,,
2021.75,SEO/SEM,42.7,,,
2021.75,SEO/SEM,43.68,,,
2021.75,Social Media Management,30.29,,,
2021.75,Social Media Management,30.06,,,
2021.75,Social Media Management,29.74,,,
2021.75,Social Media Management,30.17,,,
2021.75,Social Media Management,30.62,,,
2021.75,Social Media Management,30.61,,,
2021.75,Social Media Management,31.35,,,
2021.75,Social Media Management,31.95,,,
2021.75,Social Media Management,32.19,,,
2021.75,Social Media Management,32.03,,,
2021.75,Social Media Management,31.4,,,
2021.75,Social Media Management,32.46,,,
2021.75,Translation,29.72,,,
2021.75,Translation,29.24,,,
2021.75,Translation,29.6,,,
2021.75,Translation,29.52,,,
2021.75,Translation,30.27,,,
2021.75,Translation,29.87,,,
2021.75,Translation,30.16,,,
2021.75,Translation,30.23,,,
2021.75,Translation,30.68,,,
2021.75,Translation,31.36,,,
2021.75,Translation,30.96,,,
2021.75,Translation,30.83,,,
2021.75,UX/UI Design,42.76,,,
2021.75,Video Editing,26.65,,,
2021.75,Virtual Assistant,27.79,,,
2021.75,Voiceover,35.04,,,
2021.75,Web Development,39.94,,,
2021.75,Writing,24.87,,,
2021.83,3D Modeling,51.79,,,
2021.83,3D Modeling,51.68,,,
2021.83,3D Modeling,50.14,,,
2021.83,3D Modeling,51.98,,,
2021.83,3D Modeling,51.34,,,
2021.83,3D Modeling,52.07,,,
2021.83,3D Modeling,52.67,,,
2021.83,3D Modeling,52.93,,,
2021.83,3D Modeling,54.17,,,
2021.83,3D Modeling,55.2,,,
2021.83,3D Modeling,56.86,,,
2021.83,3D Modeling,57.08,,,
2021.83,AI/ML Development,92.02,,,
2021.83,AI/ML Development,93.48,,,
2021.83,AI/ML Development,94.83,,,
2021.83,AI/ML Development,93.7,,,
2021.83,AI/ML Development,95.31,,,
2021.83,AI/ML Development,95.38,,,
2021.83,AI/ML Development,97.38,,,
2021.83,AI/ML Development,96.83,,,
2021.83,AI/ML Development,99.36,,,
2021.83,AI/ML Development,98.98,,,
2021.83,AI/ML Development,99.76,,,
2021.83,AI/ML Development,98.02,,,
2021.83,Accounting,47.49,,,
2021.83,Accounting,47.2,,,
2021.83,Accounting,47.84,,,
2021.83,Accounting,48.6,,,
2021.83,Accounting,48.52,,,
2021.83,Accounting,48.17,,,
2021.83,Accounting,48.08,,,
2021.83,Accounting,48.45,,,
2021.83,Accounting,48.19,,,
2021.83,Accounting,48.97,,,
2021.83,Accounting,49.46,,,
2021.83,Accounting,49.38,,,
2021.83,Audio Production,42.75,,,
2021.83,Audio Production,41.61,,,
2021.83,Audio Production,43.09,,,
2021.83,Audio Production,43.6,,,
2021.83,Audio Production,43.15,,,
2021.83,Audio Production,42.51,,,
2021.83,Audio Production,43.3,,,
2021.83,Audio Production,44.01,,,
2021.83,Audio Production,44.33,,,
2021.83,Audio Production,44.35,,,
2021.83,Audio Production,44.76,,,
2021.83,Audio Production,44.65,,,
2021.83,Blockchain Development,120.35,,,
2021.83,Blockchain Development,117.12,,,
2021.83,Blockchain Development,120.49,,,
2021.83,Blockchain Development,122.14,,,
2021.83,Blockchain Development,122.22,,,
2021.83,Blockchain Development,123.66,,,
2021.83,Blockchain Development,124.32,,,
2021.83,Blockchain Development,125.39,,,
2021.83,Blockchain Development,127.86,,,
2021.83,Blockchain Development,129.3,,,
2021.83,Blockchain Development,130.91,,,
2021.83,Blockchain Development,133.7,,,
2021.83,Content Creation,25.45,,,
2021.83,Content Creation,26.26,,,
2021.83,Content Creation,25.95,,,
2021.83,Content Creation,25.74,,,
2021.83,Content Creation,25.99,,,
2021.83,Content Creation,25.92,,,
2021.83,Content Creation,26.07,,,
2021.83,Content Creation,26.94,,,
2021.83,Content Creation,26.21,,,
2021.83,Content Creation,27.0,,,
2021.83,Content Creation,27.06,,,
2021.83,Content Creation,27.31,,,
2021.83,Cybersecurity,96.31,,,
2021.83,Cybersecurity,95.92,,,
2021.83,Cybersecurity,94.88,,,
2021.83,Cybersecurity,96.13,,,
2021.83,Cybersecurity,97.58,,,
2021.83,Cybersecurity,102.88,,,
2021.83,Cybersecurity,100.13,,,
2021.83,Cybersecurity,103.25,,,
2021.83,Cybersecurity,101.87,,,
2021.83,Cybersecurity,102.75,,,
2021.83,Cybersecurity,105.93,,,
2021.83,Cybersecurity,105.72,,,
2021.83,Data Analysis,39.64,,,
2021.83,DevOps Engineering,72.2,,,
2021.83,DevOps Engineering,73.98,,,
2021.83,DevOps Engineering,75.27,,,
2021.83,DevOps Engineering,73.34,,,
2021.83,DevOps Engineering,76.73,,,
2021.83,DevOps Engineering,73.64,,,
